date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
0.894,6,0.979,0.031,0.599,0.002,0.496,0.561,DOWN
0.009,2,0.915,0.08,0.545,0.003,0.423,0.415,DOWN
0.031,6,0.66,0.052,0.294,0.003,0.423,0.415,DOWN
0.457,7,0.66,0.034,0.484,0.002,0.386,0.651,DOWN
0.907,3,0.83,0.041,0.383,0.003,0.28,0.565,UP
0.899,4,0.979,0.04,0.571,0.003,0.537,0.463,DOWN
0.022,5,0.468,0.079,0.517,0.003,0.423,0.415,UP
0.443,2,0.745,0.087,0.525,0.006,0.571,0.407,UP
0.425,3,0.404,0.09,0.497,0.003,0.423,0.415,UP
0.429,5,0.17,0.055,0.149,0.003,0.423,0.415,DOWN
0.018,6,0.064,0.052,0.241,0.003,0.423,0.415,DOWN
0.872,6,0.064,0.026,0.143,0.002,0.249,0.721,DOWN
0.903,1,0.894,0.067,0.362,0.004,0.357,0.622,DOWN
0.474,4,0.17,0.028,0.17,0.002,0.232,0.794,DOWN
0.88,3,0.468,0.038,0.53,0.003,0.556,0.479,DOWN
0.425,7,0.362,0.08,0.431,0.003,0.423,0.415,UP
0.456,1,0.064,0.035,0.245,0.002,0.307,0.661,UP
0.877,2,0.468,0.044,0.607,0.003,0.592,0.352,UP
0.434,7,0.043,0.041,0.179,0.003,0.423,0.415,DOWN
0.005,7,0.894,0.083,0.371,0.003,0.423,0.415,UP
0.474,4,0.021,0.028,0.238,0.002,0.274,0.857,DOWN
0.881,4,0.489,0.03,0.427,0.002,0.379,0.638,DOWN
0.877,7,0.745,0.027,0.383,0.002,0.385,0.546,DOWN
0.022,4,0.702,0.058,0.429,0.003,0.423,0.415,UP
0.456,4,0.234,0.033,0.376,0.002,0.407,0.671,DOWN
0.881,5,1.0,0.029,0.379,0.002,0.374,0.664,UP
0.433,6,0.064,0.071,0.251,0.003,0.423,0.415,DOWN
0.429,2,0.723,0.075,0.481,0.003,0.423,0.415,DOWN
0.434,2,0.149,0.047,0.155,0.003,0.423,0.415,DOWN
0.014,5,0.489,0.073,0.552,0.003,0.423,0.415,UP
0.469,4,0.872,0.033,0.462,0.002,0.383,0.689,DOWN
0.429,3,0.872,0.092,0.506,0.003,0.423,0.415,DOWN
0.425,7,0.319,0.077,0.375,0.003,0.423,0.415,UP
0.868,7,0.149,0.033,0.208,0.002,0.305,0.754,DOWN
0.907,2,0.255,0.082,0.396,0.006,0.384,0.661,UP
0.018,2,0.638,0.081,0.411,0.003,0.423,0.415,UP
0.001,4,0.043,0.044,0.219,0.003,0.423,0.415,DOWN
0.001,7,0.255,0.082,0.121,0.003,0.423,0.415,DOWN
0.013,6,0.511,0.042,0.367,0.003,0.423,0.415,DOWN
0.456,1,0.362,0.053,0.474,0.003,0.342,0.561,UP
0.005,3,0.723,0.06,0.393,0.003,0.423,0.415,DOWN
0.912,7,0.766,0.04,0.296,0.003,0.309,0.734,DOWN
0.881,7,0.702,0.029,0.253,0.002,0.273,0.596,DOWN
0.434,7,0.596,0.045,0.296,0.003,0.423,0.415,DOWN
0.032,7,0.723,0.057,0.373,0.003,0.423,0.415,DOWN
0.491,4,0.255,0.044,0.413,0.003,0.476,0.246,UP
0.912,2,0.681,0.083,0.497,0.006,0.604,0.467,UP
0.868,5,0.213,0.032,0.316,0.002,0.35,0.658,DOWN
0.894,5,0.404,0.053,0.505,0.003,0.645,0.452,DOWN
0.026,3,0.702,0.092,0.404,0.003,0.423,0.415,UP
0.881,7,0.234,0.029,0.196,0.002,0.233,0.857,DOWN
0.018,2,0.468,0.065,0.481,0.003,0.423,0.415,DOWN
0.916,3,0.681,0.091,0.452,0.006,0.474,0.418,UP
0.885,5,0.043,0.033,0.279,0.002,0.311,0.738,DOWN
0.435,2,0.128,0.044,0.168,0.003,0.423,0.415,DOWN
0.903,5,0.255,0.076,0.426,0.005,0.495,0.524,UP
0.912,2,0.702,0.059,0.471,0.004,0.445,0.499,UP
0.908,7,0.872,0.036,0.285,0.002,0.247,0.765,DOWN
0.438,6,0.404,0.071,0.526,0.003,0.423,0.415,UP
0.031,6,0.064,0.061,0.211,0.003,0.423,0.415,DOWN
0.005,3,0.766,0.067,0.624,0.003,0.423,0.415,UP
0.005,4,0.596,0.075,0.509,0.003,0.423,0.415,DOWN
0.473,3,0.957,0.045,0.418,0.003,0.236,0.395,DOWN
0.46,5,0.021,0.028,0.466,0.002,0.422,0.552,DOWN
0.022,3,0.915,0.048,0.384,0.003,0.423,0.415,DOWN
0.032,5,0.085,0.055,0.154,0.003,0.423,0.415,DOWN
0.439,2,0.191,0.055,0.17,0.003,0.423,0.415,DOWN
0.43,2,0.085,0.044,0.244,0.003,0.423,0.415,DOWN
0.032,7,0.362,0.057,0.229,0.003,0.423,0.415,DOWN
0.881,7,0.872,0.028,0.343,0.002,0.232,0.804,DOWN
0.469,3,0.809,0.044,0.48,0.003,0.458,0.425,UP
0.461,2,0.149,0.029,0.167,0.002,0.256,0.584,DOWN
0.014,6,0.383,0.075,0.567,0.003,0.423,0.415,UP
0.013,5,0.872,0.042,0.648,0.003,0.423,0.415,DOWN
0.013,2,0.617,0.04,0.529,0.003,0.423,0.415,UP
0.908,7,0.957,0.079,0.451,0.005,0.366,0.564,UP
0.439,7,0.128,0.044,0.089,0.003,0.423,0.415,DOWN
0.894,5,0.149,0.034,0.244,0.002,0.345,0.612,DOWN
0.014,3,1.0,0.072,0.535,0.003,0.423,0.415,UP
0.469,4,0.702,0.03,0.447,0.002,0.409,0.366,DOWN
0.018,6,0.957,0.045,0.405,0.003,0.423,0.415,DOWN
0.429,3,0.83,0.076,0.443,0.003,0.423,0.415,DOWN
0.434,1,0.936,0.048,0.42,0.003,0.423,0.415,DOWN
0.447,7,0.234,0.015,0.107,0.001,0.13,0.796,DOWN
0.027,4,0.149,0.075,0.129,0.003,0.423,0.415,DOWN
0.023,2,0.17,0.046,0.131,0.003,0.423,0.415,DOWN
0.474,7,0.085,0.026,0.174,0.001,0.211,0.769,DOWN
0.429,7,1.0,0.058,0.289,0.003,0.423,0.415,DOWN
0.867,3,0.872,0.03,0.398,0.002,0.333,0.595,UP
0.46,5,0.638,0.043,0.468,0.003,0.474,0.206,DOWN
0.014,5,0.021,0.041,0.337,0.003,0.423,0.415,DOWN
0.014,2,1.0,0.056,0.463,0.003,0.423,0.415,DOWN
0.872,1,0.681,0.031,0.38,0.002,0.294,0.838,DOWN
0.47,3,0.702,0.049,0.545,0.003,0.552,0.444,DOWN
0.448,7,0.149,0.041,0.201,0.003,0.227,0.582,DOWN
0.876,1,0.191,0.018,0.063,0.001,0.198,0.896,DOWN
0.019,1,0.149,0.041,0.112,0.003,0.423,0.415,DOWN
0.457,1,0.766,0.042,0.712,0.003,0.435,0.493,UP
0.88,6,0.872,0.03,0.398,0.002,0.33,0.397,DOWN
0.43,4,0.979,0.05,0.454,0.003,0.423,0.415,DOWN
0.898,4,0.511,0.044,0.622,0.003,0.643,0.501,DOWN
0.469,2,0.894,0.026,0.393,0.002,0.264,0.605,DOWN
0.456,5,0.894,0.034,0.443,0.002,0.413,0.395,DOWN
0.429,7,0.83,0.074,0.353,0.003,0.423,0.415,DOWN
0.004,3,0.383,0.045,0.587,0.003,0.423,0.415,DOWN
0.443,2,0.298,0.046,0.323,0.003,0.318,0.592,DOWN
0.43,3,0.702,0.083,0.507,0.003,0.423,0.415,UP
0.032,2,1.0,0.058,0.35,0.003,0.423,0.415,DOWN
0.885,3,0.255,0.036,0.396,0.002,0.462,0.588,DOWN
0.425,5,0.511,0.102,0.563,0.003,0.423,0.415,UP
0.907,7,0.149,0.025,0.141,0.002,0.289,0.668,DOWN
0.894,7,0.638,0.075,0.393,0.003,0.357,0.855,UP
0.894,4,0.936,0.063,0.524,0.004,0.54,0.464,DOWN
0.005,4,0.404,0.104,0.708,0.003,0.423,0.415,UP
0.005,3,0.617,0.076,0.562,0.003,0.423,0.415,DOWN
0.442,2,0.319,0.055,0.521,0.003,0.423,0.415,DOWN
0.014,4,0.149,0.041,0.235,0.003,0.423,0.415,DOWN
0.876,6,0.255,0.025,0.211,0.001,0.226,0.813,DOWN
0.018,6,0.277,0.04,0.367,0.003,0.423,0.415,DOWN
0.434,5,0.681,0.045,0.342,0.003,0.423,0.415,DOWN
0.464,7,0.277,0.029,0.329,0.002,0.258,0.61,DOWN
0.894,2,0.681,0.068,0.536,0.004,0.564,0.565,UP
0.027,7,0.234,0.08,0.121,0.003,0.423,0.415,UP
0.001,5,0.468,0.044,0.485,0.003,0.423,0.415,DOWN
0.877,7,0.553,0.029,0.526,0.002,0.535,0.579,DOWN
0.872,6,0.851,0.027,0.517,0.002,0.562,0.348,DOWN
0.464,4,0.064,0.031,0.426,0.002,0.402,0.483,DOWN
0.469,4,0.574,0.028,0.423,0.002,0.312,0.608,DOWN
0.876,5,0.404,0.033,0.663,0.002,0.71,0.451,UP
0.018,5,0.745,0.096,0.663,0.003,0.423,0.415,UP
0.425,3,0.681,0.075,0.37,0.003,0.423,0.415,DOWN
0.439,3,0.511,0.058,0.509,0.003,0.423,0.415,DOWN
0.43,2,0.021,0.059,0.213,0.003,0.423,0.415,DOWN
0.026,5,0.936,0.061,0.309,0.003,0.423,0.415,UP
0.027,6,0.489,0.085,0.446,0.003,0.423,0.415,UP
0.426,3,0.532,0.057,0.514,0.003,0.423,0.415,DOWN
0.022,1,0.596,0.048,0.356,0.003,0.423,0.415,DOWN
0.894,6,0.447,0.079,0.687,0.005,0.648,0.483,UP
0.022,7,0.17,0.06,0.134,0.003,0.423,0.415,DOWN
0.43,6,0.745,0.073,0.386,0.003,0.423,0.415,UP
0.005,7,0.319,0.056,0.233,0.003,0.423,0.415,DOWN
0.022,5,0.064,0.045,0.344,0.003,0.423,0.415,DOWN
0.425,6,0.979,0.075,0.279,0.003,0.423,0.415,UP
0.89,6,0.298,0.048,0.301,0.003,0.386,0.648,DOWN
0.439,2,0.255,0.068,0.295,0.003,0.423,0.415,DOWN
0.464,5,0.702,0.029,0.38,0.002,0.442,0.46,DOWN
0.022,6,0.957,0.058,0.295,0.003,0.423,0.415,DOWN
0.018,1,0.915,0.048,0.424,0.003,0.423,0.415,DOWN
0.474,2,0.894,0.026,0.339,0.002,0.251,0.645,DOWN
0.872,6,0.851,0.028,0.426,0.001,0.298,0.847,DOWN
0.001,7,0.617,0.044,0.234,0.003,0.423,0.415,DOWN
0.903,6,0.213,0.046,0.161,0.003,0.236,0.559,DOWN
0.009,5,0.021,0.041,0.527,0.003,0.423,0.415,DOWN
0.876,5,0.915,0.032,0.581,0.002,0.486,0.655,DOWN
0.447,4,0.638,0.043,0.54,0.003,0.478,0.333,DOWN
0.434,5,0.766,0.075,0.457,0.003,0.423,0.415,UP
0.461,6,0.745,0.056,0.534,0.004,0.493,0.491,UP
0.013,2,0.83,0.074,0.609,0.003,0.423,0.415,UP
0.443,6,0.809,0.081,0.506,0.006,0.49,0.501,UP
0.872,2,0.723,0.028,0.403,0.002,0.348,0.855,DOWN
0.452,2,0.191,0.036,0.23,0.002,0.307,0.626,DOWN
0.001,6,0.468,0.044,0.479,0.003,0.423,0.415,DOWN
0.434,1,0.17,0.041,0.109,0.003,0.423,0.415,DOWN
0.895,5,0.468,0.08,0.695,0.005,0.696,0.661,DOWN
0.894,2,0.851,0.087,0.715,0.006,0.583,0.493,DOWN
0.018,5,0.745,0.076,0.403,0.003,0.423,0.415,DOWN
0.013,6,0.213,0.043,0.13,0.003,0.423,0.415,DOWN
0.452,5,0.617,0.033,0.57,0.002,0.57,0.415,DOWN
0.014,1,0.936,0.051,0.52,0.003,0.423,0.415,DOWN
0.001,5,0.553,0.044,0.462,0.003,0.423,0.415,DOWN
0.452,6,0.894,0.041,0.573,0.003,0.435,0.587,DOWN
0.439,7,0.553,0.058,0.286,0.003,0.423,0.415,DOWN
0.474,6,0.915,0.027,0.289,0.002,0.35,0.848,DOWN
0.031,4,0.702,0.051,0.479,0.003,0.423,0.415,DOWN
0.46,1,0.213,0.024,0.089,0.002,0.037,0.671,DOWN
0.425,4,0.638,0.057,0.464,0.003,0.423,0.415,DOWN
0.912,3,1.0,0.082,0.498,0.005,0.499,0.589,UP
0.027,4,0.064,0.052,0.255,0.003,0.423,0.415,DOWN
0.912,7,0.702,0.066,0.417,0.004,0.33,0.596,UP
0.005,5,0.213,0.088,0.38,0.003,0.423,0.415,UP
0.425,4,0.468,0.103,0.543,0.003,0.423,0.415,DOWN
0.001,5,0.787,0.044,0.694,0.003,0.423,0.415,DOWN
0.447,7,0.702,0.042,0.45,0.003,0.341,0.677,DOWN
0.876,1,0.468,0.028,0.313,0.001,0.259,0.739,DOWN
0.456,7,0.298,0.033,0.387,0.002,0.315,0.628,DOWN
0.009,1,0.34,0.087,0.619,0.003,0.423,0.415,DOWN
0.425,5,0.404,0.098,0.534,0.003,0.423,0.415,UP
0.014,3,0.021,0.041,0.289,0.003,0.423,0.415,DOWN
0.443,7,0.255,0.041,0.172,0.003,0.214,0.501,UP
0.881,6,0.979,0.029,0.292,0.002,0.278,0.725,DOWN
0.872,4,0.191,0.028,0.211,0.002,0.267,0.798,DOWN
0.457,4,0.638,0.036,0.59,0.002,0.642,0.04,DOWN
0.014,3,0.894,0.041,0.411,0.003,0.423,0.415,DOWN
0.456,3,0.66,0.037,0.572,0.003,0.665,0.558,UP
0.443,6,0.34,0.054,0.519,0.004,0.501,0.494,UP
0.447,4,0.638,0.044,0.511,0.003,0.488,0.517,DOWN
0.868,5,0.021,0.028,0.273,0.002,0.269,0.807,DOWN
0.425,1,0.426,0.071,0.384,0.003,0.423,0.415,UP
0.014,6,0.149,0.041,0.13,0.003,0.423,0.415,DOWN
0.013,7,0.936,0.042,0.335,0.003,0.423,0.415,DOWN
0.474,1,0.468,0.046,0.522,0.003,0.363,0.64,UP
0.465,4,1.0,0.028,0.335,0.002,0.394,0.51,UP
0.444,6,0.277,0.054,0.459,0.003,0.421,0.476,DOWN
0.465,6,0.255,0.028,0.383,0.002,0.474,0.477,DOWN
0.027,7,0.511,0.076,0.321,0.003,0.423,0.415,UP
0.013,5,0.787,0.041,0.481,0.003,0.423,0.415,DOWN
0.027,6,0.66,0.049,0.16,0.003,0.423,0.415,DOWN
0.456,5,0.83,0.033,0.559,0.002,0.435,0.714,UP
0.022,2,0.617,0.078,0.485,0.003,0.423,0.415,UP
0.031,3,0.894,0.075,0.38,0.003,0.423,0.415,DOWN
0.018,3,0.255,0.078,0.341,0.003,0.423,0.415,DOWN
0.434,3,0.021,0.046,0.404,0.003,0.423,0.415,DOWN
0.426,5,0.617,0.058,0.398,0.003,0.423,0.415,DOWN
0.461,3,0.872,0.029,0.375,0.002,0.365,0.608,DOWN
0.031,4,0.106,0.075,0.223,0.003,0.423,0.415,DOWN
0.018,2,0.979,0.048,0.46,0.003,0.423,0.415,DOWN
0.023,6,0.617,0.069,0.414,0.003,0.423,0.415,UP
0.456,4,0.511,0.075,0.662,0.005,0.649,0.5,UP
0.435,7,0.596,0.04,0.289,0.003,0.423,0.415,DOWN
0.912,1,0.957,0.047,0.271,0.003,0.237,0.708,DOWN
0.019,4,0.915,0.045,0.435,0.003,0.423,0.415,DOWN
0.018,5,0.468,0.083,0.482,0.003,0.423,0.415,UP
0.439,7,0.851,0.048,0.261,0.003,0.423,0.415,DOWN
0.018,5,0.319,0.075,0.446,0.003,0.423,0.415,UP
0.023,3,0.809,0.087,0.449,0.003,0.423,0.415,DOWN
0.438,4,0.085,0.048,0.197,0.003,0.423,0.415,DOWN
0.005,6,0.936,0.075,0.452,0.003,0.423,0.415,UP
0.013,5,0.34,0.047,0.605,0.003,0.423,0.415,DOWN
0.013,4,0.553,0.041,0.447,0.003,0.423,0.415,DOWN
0.911,2,0.021,0.043,0.312,0.003,0.355,0.639,DOWN
0.452,7,0.957,0.041,0.588,0.003,0.298,0.802,DOWN
0.443,5,0.468,0.141,0.536,0.009,0.515,0.49,UP
0.868,4,0.894,0.029,0.532,0.002,0.448,0.579,DOWN
0.461,7,0.043,0.03,0.396,0.002,0.43,0.562,DOWN
0.032,2,0.191,0.055,0.151,0.003,0.423,0.415,DOWN
0.881,4,0.191,0.024,0.111,0.001,0.213,0.858,DOWN
0.027,7,0.638,0.06,0.297,0.003,0.423,0.415,DOWN
0.434,4,0.191,0.045,0.138,0.003,0.423,0.415,DOWN
0.447,7,0.468,0.044,0.495,0.003,0.39,0.648,DOWN
0.434,3,0.66,0.048,0.376,0.003,0.423,0.415,DOWN
0.031,6,0.17,0.054,0.197,0.003,0.423,0.415,DOWN
0.001,6,0.957,0.078,0.328,0.003,0.423,0.415,UP
0.456,6,0.043,0.031,0.332,0.002,0.363,0.706,DOWN
0.009,1,0.447,0.096,0.57,0.003,0.423,0.415,UP
0.027,7,0.532,0.097,0.296,0.003,0.423,0.415,UP
0.903,7,0.787,0.089,0.493,0.006,0.384,0.611,UP
0.004,5,0.043,0.044,0.354,0.003,0.423,0.415,DOWN
0.01,4,0.255,0.042,0.393,0.003,0.423,0.415,DOWN
0.881,6,0.553,0.029,0.471,0.002,0.557,0.396,DOWN
0.47,4,0.872,0.026,0.404,0.002,0.382,0.536,DOWN
0.023,5,0.809,0.081,0.363,0.003,0.423,0.415,UP
0.89,5,0.383,0.038,0.568,0.003,0.534,0.581,DOWN
0.435,2,0.574,0.048,0.307,0.003,0.423,0.415,UP
0.014,7,0.489,0.041,0.319,0.003,0.423,0.415,DOWN
0.027,1,0.447,0.08,0.462,0.003,0.423,0.415,UP
0.469,3,0.17,0.03,0.198,0.002,0.219,0.681,DOWN
0.46,7,0.021,0.029,0.277,0.002,0.261,0.567,DOWN
0.018,3,0.894,0.046,0.451,0.003,0.423,0.415,DOWN
0.425,4,0.255,0.055,0.161,0.003,0.423,0.415,DOWN
0.018,5,0.043,0.085,0.414,0.003,0.423,0.415,UP
0.439,6,0.915,0.05,0.374,0.003,0.423,0.415,DOWN
0.868,3,0.809,0.026,0.514,0.001,0.374,0.748,DOWN
0.443,5,0.745,0.152,0.839,0.01,0.64,0.367,DOWN
0.01,5,0.681,0.052,0.55,0.003,0.423,0.415,UP
0.871,1,0.532,0.027,0.313,0.001,0.244,0.813,DOWN
0.877,5,0.404,0.03,0.575,0.002,0.611,0.239,UP
0.461,2,0.234,0.029,0.327,0.002,0.268,0.531,DOWN
0.027,7,0.936,0.084,0.318,0.003,0.423,0.415,UP
0.439,3,0.191,0.051,0.238,0.003,0.423,0.415,DOWN
0.889,3,0.404,0.07,0.705,0.004,0.646,0.507,UP
0.027,2,0.957,0.058,0.43,0.003,0.423,0.415,DOWN
0.474,6,0.872,0.03,0.333,0.002,0.346,0.436,DOWN
0.457,6,0.83,0.028,0.414,0.002,0.331,0.651,DOWN
0.47,4,0.277,0.05,0.437,0.003,0.365,0.259,DOWN
0.435,3,0.936,0.046,0.434,0.003,0.423,0.415,UP
0.456,2,0.17,0.024,0.146,0.002,0.276,0.823,DOWN
0.898,7,0.894,0.065,0.445,0.004,0.344,0.754,DOWN
0.022,4,0.489,0.105,0.492,0.003,0.423,0.415,UP
0.032,7,0.681,0.075,0.213,0.003,0.423,0.415,UP
0.027,2,0.723,0.075,0.449,0.003,0.423,0.415,DOWN
0.474,2,0.638,0.032,0.7,0.002,0.485,0.661,DOWN
0.912,2,0.426,0.082,0.513,0.006,0.579,0.486,UP
0.474,5,0.021,0.026,0.36,0.002,0.357,0.457,DOWN
0.452,1,0.404,0.04,0.546,0.003,0.416,0.464,UP
0.019,7,0.468,0.057,0.314,0.003,0.423,0.415,DOWN
0.018,2,0.787,0.057,0.405,0.003,0.423,0.415,DOWN
0.461,3,0.277,0.035,0.534,0.002,0.424,0.375,DOWN
0.443,5,0.936,0.045,0.492,0.003,0.282,0.663,DOWN
0.005,1,0.851,0.09,0.478,0.003,0.423,0.415,UP
0.899,7,0.489,0.074,0.356,0.004,0.429,0.619,UP
0.434,6,0.021,0.048,0.323,0.003,0.423,0.415,DOWN
0.438,5,0.255,0.058,0.357,0.003,0.423,0.415,DOWN
0.027,5,0.787,0.051,0.385,0.003,0.423,0.415,DOWN
0.867,5,0.894,0.028,0.384,0.002,0.126,0.741,DOWN
0.013,4,0.34,0.047,0.505,0.003,0.423,0.415,DOWN
0.434,5,0.596,0.047,0.486,0.003,0.423,0.415,DOWN
0.465,4,0.702,0.029,0.331,0.002,0.173,0.456,DOWN
0.899,4,0.83,0.083,0.628,0.006,0.573,0.43,DOWN
0.434,3,0.085,0.046,0.281,0.003,0.423,0.415,DOWN
0.457,2,0.936,0.034,0.421,0.002,0.396,0.606,DOWN
0.452,6,0.021,0.033,0.509,0.002,0.459,0.704,DOWN
0.868,7,0.319,0.028,0.255,0.002,0.239,0.857,DOWN
0.465,3,0.043,0.033,0.266,0.002,0.316,0.371,UP
0.474,1,0.574,0.025,0.268,0.002,0.2,0.816,DOWN
0.473,7,0.894,0.028,0.416,0.002,0.279,0.542,DOWN
0.434,3,0.319,0.045,0.44,0.003,0.423,0.415,DOWN
0.868,7,0.021,0.037,0.392,0.002,0.307,0.589,UP
0.005,3,0.319,0.083,0.522,0.003,0.423,0.415,DOWN
0.013,5,0.745,0.082,0.594,0.003,0.423,0.415,UP
0.447,1,0.638,0.041,0.285,0.003,0.225,0.761,DOWN
0.88,7,0.149,0.04,0.076,0.003,0.235,0.653,DOWN
0.014,4,0.468,0.041,0.503,0.003,0.423,0.415,DOWN
0.429,6,0.17,0.058,0.151,0.003,0.423,0.415,DOWN
0.447,4,0.809,0.043,0.628,0.003,0.558,0.393,DOWN
0.429,5,0.894,0.062,0.322,0.003,0.423,0.415,DOWN
0.018,2,0.128,0.043,0.114,0.003,0.423,0.415,DOWN
0.873,7,0.511,0.031,0.444,0.002,0.34,0.836,UP
0.426,3,0.766,0.111,0.69,0.003,0.423,0.415,UP
0.434,7,0.043,0.041,0.229,0.003,0.423,0.415,DOWN
0.018,4,0.66,0.075,0.473,0.003,0.423,0.415,DOWN
0.434,3,0.681,0.053,0.448,0.003,0.423,0.415,DOWN
0.009,1,0.489,0.042,0.648,0.003,0.423,0.415,DOWN
0.027,7,0.702,0.052,0.338,0.003,0.423,0.415,DOWN
0.867,7,0.043,0.038,0.394,0.003,0.423,0.415,DOWN
0.465,1,0.128,0.025,0.136,0.002,0.244,0.533,DOWN
0.461,4,0.936,0.059,0.479,0.004,0.479,0.235,UP
0.027,5,0.489,0.107,0.541,0.003,0.423,0.415,UP
0.474,1,0.043,0.028,0.169,0.002,0.061,0.851,DOWN
0.474,7,0.957,0.029,0.338,0.002,0.264,0.72,DOWN
0.447,7,0.362,0.041,0.478,0.003,0.353,0.786,DOWN
0.438,5,0.702,0.072,0.302,0.003,0.423,0.415,UP
0.013,1,0.277,0.042,0.496,0.003,0.423,0.415,DOWN
0.027,4,0.851,0.069,0.417,0.003,0.423,0.415,UP
0.014,1,0.702,0.084,0.607,0.003,0.423,0.415,UP
0.466,5,0.277,0.029,0.334,0.002,0.336,0.57,DOWN
0.469,2,0.064,0.025,0.173,0.002,0.211,0.617,DOWN
0.868,5,0.213,0.029,0.216,0.001,0.308,0.802,DOWN
0.46,5,0.404,0.039,0.552,0.003,0.487,0.546,DOWN
0.912,5,0.064,0.043,0.195,0.003,0.311,0.465,DOWN
0.447,2,0.766,0.054,0.682,0.004,0.561,0.466,DOWN
0.465,5,0.957,0.027,0.494,0.002,0.386,0.625,DOWN
0.474,7,0.149,0.025,0.104,0.002,0.159,0.695,DOWN
0.018,4,0.574,0.079,0.468,0.003,0.423,0.415,DOWN
0.438,4,0.894,0.065,0.418,0.003,0.423,0.415,DOWN
0.014,6,0.319,0.051,0.473,0.003,0.423,0.415,UP
0.872,3,0.809,0.029,0.438,0.002,0.437,0.719,DOWN
0.451,7,0.234,0.041,0.304,0.003,0.307,0.752,DOWN
0.456,1,0.064,0.033,0.335,0.002,0.376,0.567,UP
0.895,6,0.702,0.074,0.664,0.005,0.682,0.536,DOWN
0.867,7,0.809,0.035,0.318,0.002,0.308,0.777,UP
0.014,3,0.553,0.066,0.512,0.003,0.423,0.415,DOWN
0.001,6,0.447,0.044,0.376,0.003,0.423,0.415,DOWN
0.014,1,0.979,0.043,0.483,0.003,0.423,0.415,DOWN
0.018,2,0.766,0.059,0.424,0.003,0.423,0.415,DOWN
0.912,4,0.319,0.044,0.499,0.003,0.535,0.398,DOWN
0.023,3,0.787,0.104,0.478,0.003,0.423,0.415,UP
0.868,6,0.17,0.029,0.123,0.002,0.176,0.835,DOWN
0.004,2,0.851,0.044,0.308,0.003,0.423,0.415,DOWN
0.438,4,0.021,0.058,0.306,0.003,0.423,0.415,UP
0.877,6,0.17,0.025,0.166,0.002,0.227,0.903,DOWN
0.876,7,0.447,0.029,0.494,0.002,0.261,0.743,DOWN
0.894,7,0.021,0.03,0.356,0.001,0.313,0.798,DOWN
0.434,2,0.681,0.048,0.372,0.003,0.423,0.415,DOWN
0.439,4,0.255,0.05,0.374,0.003,0.423,0.415,UP
0.004,7,0.085,0.045,0.161,0.003,0.423,0.415,DOWN
0.013,5,0.383,0.041,0.647,0.003,0.423,0.415,DOWN
0.027,1,0.723,0.075,0.416,0.003,0.423,0.415,DOWN
0.911,6,0.021,0.041,0.331,0.003,0.321,0.681,DOWN
0.877,4,0.511,0.031,0.629,0.002,0.617,0.391,DOWN
0.469,1,0.936,0.036,0.377,0.002,0.366,0.68,UP
0.912,5,0.234,0.073,0.425,0.005,0.457,0.451,UP
0.889,7,0.149,0.036,0.221,0.002,0.284,0.727,DOWN
0.46,6,0.553,0.048,0.499,0.003,0.478,0.224,DOWN
0.018,7,0.894,0.062,0.363,0.003,0.423,0.415,DOWN
0.438,3,0.894,0.064,0.356,0.003,0.423,0.415,DOWN
0.872,1,0.489,0.028,0.284,0.001,0.157,0.838,DOWN
0.877,2,1.0,0.032,0.435,0.002,0.332,0.632,UP
0.438,7,0.319,0.052,0.231,0.003,0.423,0.415,UP
0.01,6,0.809,0.042,0.594,0.003,0.423,0.415,DOWN
0.474,5,0.362,0.026,0.508,0.002,0.536,0.582,DOWN
0.434,6,0.681,0.058,0.275,0.003,0.423,0.415,UP
0.438,3,0.638,0.043,0.432,0.003,0.423,0.415,DOWN
0.023,4,0.511,0.069,0.441,0.003,0.423,0.415,DOWN
0.452,3,0.064,0.033,0.304,0.002,0.347,0.614,DOWN
0.881,7,0.745,0.036,0.256,0.002,0.315,0.693,DOWN
0.461,3,0.191,0.026,0.156,0.002,0.262,0.441,DOWN
0.908,7,0.213,0.036,0.12,0.002,0.227,0.754,DOWN
0.885,2,0.787,0.032,0.574,0.002,0.445,0.41,DOWN
0.425,6,0.447,0.089,0.477,0.003,0.423,0.415,UP
0.447,4,0.787,0.043,0.535,0.003,0.539,0.415,DOWN
0.903,5,0.191,0.032,0.166,0.002,0.164,0.664,DOWN
0.438,3,0.362,0.076,0.498,0.003,0.423,0.415,UP
0.474,2,0.851,0.031,0.306,0.002,0.293,0.504,UP
0.01,7,0.766,0.042,0.482,0.003,0.423,0.415,DOWN
0.872,7,0.213,0.017,0.167,0.001,0.213,0.838,DOWN
0.877,1,0.83,0.027,0.307,0.001,0.274,0.783,DOWN
0.004,6,0.298,0.045,0.256,0.003,0.423,0.415,DOWN
0.89,7,0.681,0.029,0.407,0.002,0.33,0.667,DOWN
0.447,2,0.511,0.062,0.676,0.004,0.596,0.398,UP
0.443,2,0.894,0.06,0.543,0.004,0.474,0.456,DOWN
0.013,6,0.085,0.041,0.292,0.003,0.423,0.415,DOWN
0.898,4,0.489,0.091,0.603,0.006,0.504,0.635,UP
0.881,1,0.447,0.04,0.424,0.003,0.42,0.527,UP
0.435,6,0.255,0.047,0.323,0.003,0.423,0.415,UP
0.013,7,0.043,0.041,0.364,0.003,0.423,0.415,DOWN
